gene_id,transcript_id,Gene_id,protein_id
YOR062C,NM_001183481.1,854228,NP_014705.1
YOR063W,NM_001183482.1,854229,NP_014706.1
YOR064C,NM_001183483.1,854230,NP_014707.1
YOR065W,NM_001183484.1,854231,NP_014708.1
YOR066W,NM_001183485.1,854232,NP_014709.1
YOR067C,NM_001183486.1,854233,NP_014710.1
YOR069W,NM_001183488.1,854235,NP_014712.2
YOR068C,NM_001183487.1,854234,NP_014711.1
YOR070C,NM_001183489.1,854236,NP_014713.1
YOR071C,NM_001183490.1,854237,NP_014714.1
YOR072W,NM_001348878.1,854238,NP_001335816.1
YOR072W-B,NM_001184526.1,1466483,NP_878171.1
YOR073W,NM_001183492.1,854240,NP_014716.1
YOR074C,NM_001183493.1,854241,NP_014717.2
YOR075W,NM_001183494.1,854242,NP_014718.1
YOR076C,NM_001183495.1,854243,NP_014719.1
YOR077W,NM_001183496.1,854244,NP_014720.1
YOR078W,NM_001183497.1,854245,NP_014721.1
YOR079C,NM_001183498.1,854246,NP_014722.1
YOR080W,NM_001183499.1,854247,NP_014723.2
YOR081C,NM_001183500.1,854248,NP_014724.1
YOR083W,NM_001183502.1,854249,NP_014726.1
YOR084W,NM_001183503.1,854251,NP_014727.1
YOR085W,NM_001183504.1,854252,NP_014728.1
YOR086C,NM_001183505.1,854253,NP_014729.1
YOR087W,NM_001183506.1,854255,NP_014730.2
YOR089C,NM_001183508.1,854256,NP_014732.1
YOR090C,NM_001183509.1,854257,NP_014733.1
YOR091W,NM_001183510.1,854258,NP_014734.2
YOR092W,NM_001183511.1,854259,NP_014735.1
YOR093C,NM_001183512.1,854260,NP_014736.1
YOR094W,NM_001183513.1,854261,NP_014737.1
YOR095C,NM_001183514.1,854262,NP_014738.1
YOR096W,NM_001183515.1,854263,NP_014739.1
YOR096W,NM_001183515.1,854263,NP_014739.1
YOR097C,NM_001183516.1,854264,NP_014740.1
YOR098C,NM_001183517.1,854265,NP_014741.1
YOR099W,NM_001183518.1,854266,NP_014742.1
YOR100C,NM_001183519.1,854267,NP_014743.1
YOR101W,NM_001183520.1,854268,NP_014744.1
YOR103C,NM_001183522.1,854270,NP_014746.2
YOR104W,NM_001183523.1,854271,NP_014747.1
YOR105W,NM_001270761.1,854272,NP_001257690.1
YOR106W,NM_001183525.1,854273,NP_014749.1
YOR107W,NM_001183526.3,854274,NP_014750.3
YOR108W,NM_001183527.1,854275,NP_014751.1
YOR109W,NM_001183528.3,854276,NP_014752.3
YOR110W,NM_001183529.1,854277,NP_014753.1
YOR111W,NM_001183530.3,854278,NP_014754.3
YOR112W,NM_001183531.1,854279,NP_014755.1
YOR113W,NM_001183532.3,854280,NP_014756.3
YOR114W,NM_001183533.1,854281,NP_014757.1
YOR115C,NM_001183534.3,854282,NP_014758.3
YOR116C,NM_001183535.1,854283,NP_014759.1
YOR117W,NM_001183536.3,854284,NP_014760.3
YOR118W,NM_001183537.1,854285,NP_014761.1
YOR119C,NM_001183538.3,854286,NP_014762.3
YOR120W,NM_001183539.1,854287,NP_014763.1
YOR122C,NM_001183541.3,854289,NP_014765.3
YOR122C,NM_001183541.3,854289,NP_014765.3
YOR123C,NM_001183542.1,854290,NP_014766.1
YOR124C,NM_001183543.3,854291,NP_014767.3
YOR125C,NM_001183544.1,854292,NP_014768.2
YOR126C,NM_001183545.3,854293,NP_014769.3
YOR127W,NM_001183546.1,854294,NP_014770.1
YOR128C,NM_001183547.3,854295,NP_014771.3
YOR129C,NM_001183548.1,854296,NP_014772.1
YOR130C,NM_001183549.4,854297,NP_014773.4
YOR131C,NM_001183550.1,854299,NP_014774.1
YOR132W,NM_001183551.3,854300,NP_014775.3
YOR133W,NM_001183552.1,854301,NP_014776.1
YOR134W,NM_001183553.3,854302,NP_014777.3
YOR136W,NM_001183555.1,854303,NP_014779.1
YOR137C,NM_001183556.3,854305,NP_014780.3
YOR138C,NM_001183557.1,854306,NP_014781.1
YOR140W,NM_001183559.4,854307,NP_014783.4
YOR141C,NM_001183560.1,854309,NP_014784.1
YOR142W,NM_001183561.3,854310,NP_014785.3
YOR142W-B,NM_001184386.2,854313,NP_058183.1
YOR142W-B,NM_001184386.2,854313,NP_058183.1
YOR142W-A,NM_001184385.3,854312,NP_058184.3
YOR143C,NM_001183562.1,854314,NP_014786.1
YOR144C,NM_001183563.3,854315,NP_014787.3
YOR145C,NM_001183564.1,854317,NP_014788.1
YOR147W,NM_001183566.3,854318,NP_014790.4
YOR148C,NM_001183567.1,854319,NP_014791.1
YOR149C,NM_001183568.4,854320,NP_014792.4
YOR150W,NM_001183569.1,854321,NP_014793.1
YOR151C,NM_001183570.3,854322,NP_014794.3
YOR152C,NM_001183571.1,854323,NP_014795.1
YOR153W,NM_001183572.3,854324,NP_014796.3
YOR154W,NM_001183573.1,854325,NP_014797.1
YOR155C,NM_001183574.3,854326,NP_014798.3
YOR156C,NM_001183575.1,854327,NP_014799.1
YOR157C,NM_001183576.3,854328,NP_014800.3
YOR158W,NM_001183577.1,854329,NP_014801.1
YOR159C,NM_001183578.3,854330,NP_014802.3
YOR160W,NM_001183579.1,854331,NP_014803.1
YOR161C,NM_001183580.3,854332,NP_014804.3
YOR161C-C,NM_001184625.1,1466484,NP_878172.1
YOR162C,NM_001183581.3,854333,NP_014805.3
YOR163W,NM_001183582.1,854334,NP_014806.1
YOR164C,NM_001183583.3,854335,NP_014807.3
YOR165W,NM_001183584.1,854336,NP_014808.1
YOR166C,NM_001183585.3,854337,NP_014809.3
YOR167C,NM_001183586.1,854338,NP_014810.1
YOR168W,NM_001183587.3,854339,NP_014811.3
YOR171C,NM_001183590.1,854342,NP_014814.1
YOR172W,NM_001183591.3,854343,NP_014815.3
YOR173W,NM_001183592.1,854344,NP_014816.2
YOR174W,NM_001183593.3,854345,NP_014817.3
YOR175C,NM_001183594.1,854346,NP_014818.1
YOR176W,NM_001183595.3,854347,NP_014819.3
YOR177C,NM_001183596.1,854349,NP_014820.1
YOR178C,NM_001183597.3,854350,NP_014821.3
YOR179C,NM_001183598.1,854351,NP_014822.1
YOR180C,NM_001183599.3,854352,NP_014823.3
YOR181W,NM_001183600.1,854353,NP_014824.1
YOR182C,NM_001183601.3,854354,NP_014825.3
YOR182C,NM_001183601.3,854354,NP_014825.3
YOR183W,NM_001183602.1,854355,NP_014826.1
YOR184W,NM_001183603.3,854356,NP_014827.3
YOR185C,NM_001183604.1,854357,NP_014828.1
YOR186W,NM_001183605.3,854358,NP_014829.3
YOR187W,NM_001183606.1,854359,NP_014830.1
YOR188W,NM_001183607.3,854360,NP_014831.3
YOR189W,NM_001183608.1,854361,NP_014832.1
YOR190W,NM_001183609.3,854362,NP_014833.3
YOR191W,NM_001183610.1,854363,NP_014834.1
YOR192C,NM_001183611.3,854364,NP_014835.3
YOR192C-C,NM_001184668.1,1466485,NP_878173.1
YOR192C-B,NM_001184388.4,854365,NP_058185.3
YOR192C-B,NM_001184388.4,854365,NP_058185.3
YOR192C-A,NM_001184387.1,854366,NP_058186.1
YOR193W,NM_001183612.3,854368,NP_014836.3
YOR194C,NM_001183613.1,854369,NP_014837.1
YOR195W,NM_001183614.3,854370,NP_014838.3
YOR196C,NM_001183615.1,854371,NP_014839.1
YOR197W,NM_001183616.3,854372,NP_014840.4
YOR198C,NM_001183617.1,854373,NP_014841.1
YOR201C,NM_001183620.3,854376,NP_014844.3
YOR202W,NM_001183621.1,854377,NP_014845.1
YOR204W,NM_001183623.3,854379,NP_014847.3
YOR205C,NM_001183624.1,854380,NP_014848.1
YOR206W,NM_001183625.3,854381,NP_014849.3
YOR207C,NM_001183626.1,854382,NP_014850.1
YOR208W,NM_001183627.3,854383,NP_014851.3
YOR209C,NM_001183628.1,854384,NP_014852.1
YOR210W,NM_001183629.3,854385,NP_014853.3
YOR211C,NM_001183630.1,854386,NP_014854.2
YOR212W,NM_001183631.3,854387,NP_014855.3
YOR213C,NM_001183632.1,854388,NP_014856.1
YOR214C,NM_001183633.3,854389,NP_014857.3
YOR215C,NM_001183634.1,854390,NP_014858.1
YOR216C,NM_001183635.3,854391,NP_014859.3
YOR217W,NM_001183636.1,854392,NP_014860.1
YOR219C,NM_001183638.3,854394,NP_014862.3
YOR220W,NM_001183639.1,854395,NP_014863.1
YOR221C,NM_001183640.3,854396,NP_014864.4
YOR222W,NM_001183641.1,854397,NP_014865.1
YOR223W,NM_001183642.3,854398,NP_014866.3
YOR224C,NM_001183643.1,854399,NP_014867.1
YOR226C,NM_001183645.3,854401,NP_014869.3
YOR227W,NM_001183646.1,854402,NP_014870.1
YOR228C,NM_001183647.3,854403,NP_014871.3
YOR229W,NM_001183648.1,854404,NP_014872.1
YOR230W,NM_001183649.3,854405,NP_014873.3
YOR231W,NM_001183650.1,854406,NP_014874.1
YOR232W,NM_001183651.3,854407,NP_014875.3
YOR233W,NM_001183652.1,854408,NP_014876.1
YOR234C,NM_001183653.3,854409,NP_014877.3
YOR234C,NM_001183653.3,854409,NP_014877.3
YOR235W,NM_001348879.1,854410,NP_001335817.1
YOR236W,NM_001183655.1,854411,NP_014879.1
YOR237W,NM_001183656.3,854412,NP_014880.3
YOR238W,NM_001183657.1,854413,NP_014881.2
YOR239W,NM_001183658.6,854414,NP_014882.4
YOR239W,NM_001183658.6,854414,NP_014882.4
YOR241W,NM_001183660.1,854415,NP_014884.1
YOR242C,NM_001183661.3,854416,NP_014885.3
YOR243C,NM_001183662.1,854417,NP_014886.1
YOR244W,NM_001183663.3,854418,NP_014887.3
YOR245C,NM_001183664.1,854419,NP_014888.1
YOR246C,NM_001183665.3,854420,NP_014889.3
YOR247W,NM_001183666.1,854421,NP_014890.1
YOR249C,NM_001183668.3,854423,NP_014892.3
YOR250C,NM_001183669.1,854424,NP_014893.1
YOR251C,NM_001183670.3,854425,NP_014894.3
YOR252W,NM_001183671.1,854426,NP_014895.2
YOR253W,NM_001183672.3,854427,NP_014896.3
YOR254C,NM_001183673.1,854428,NP_014897.1
YOR255W,NM_001183674.3,854429,NP_014898.3
YOR256C,NM_001183675.2,854430,NP_014899.1
YOR257W,NM_001183676.3,854431,NP_014900.3
YOR258W,NM_001183677.1,854432,NP_014901.1
YOR259C,NM_001183678.3,854433,NP_014902.3
YOR260W,NM_001183679.1,854434,NP_014903.1
YOR261C,NM_001183680.3,854435,NP_014904.3
YOR262W,NM_001183681.1,854436,NP_014905.1
YOR264W,NM_001183683.3,854437,NP_014907.3
YOR265W,NM_001183684.1,854439,NP_014908.1
YOR266W,NM_001183685.3,854440,NP_014909.3
YOR267C,NM_001183686.1,854441,NP_014910.1
YOR268C,NM_001183687.3,854442,NP_014911.3
YOR269W,NM_001183688.1,854443,NP_014912.1
YOR270C,NM_001183689.3,854444,NP_014913.3
YOR271C,NM_001183690.1,854445,NP_014914.1
YOR272W,NM_001183691.3,854446,NP_014915.3
YOR273C,NM_001183692.1,854447,NP_014916.1
YOR274W,NM_001183693.3,854448,NP_014917.3
YOR275C,NM_001183694.1,854449,NP_014918.1
YOR276W,NM_001183695.3,854450,NP_014919.3
YOR278W,NM_001183697.1,854452,NP_014921.1
YOR279C,NM_001183698.3,854453,NP_014922.3
YOR280C,NM_001183699.1,854454,NP_014923.1
YOR281C,NM_001183700.3,854456,NP_014924.3
YOR283W,NM_001183702.1,854457,NP_014926.1
YOR284W,NM_001183703.3,854458,NP_014927.3
YOR285W,NM_001183704.1,854459,NP_014928.1
YOR286W,NM_001183705.3,854460,NP_014929.3
YOR287C,NM_001183706.1,854461,NP_014930.1
YOR288C,NM_001183707.3,854462,NP_014931.3
YOR289W,NM_001183708.1,854463,NP_014932.1
YOR290C,NM_001183709.3,854465,NP_014933.3
YOR291W,NM_001183710.1,854466,NP_014934.1
YOR292C,NM_001183711.3,854467,NP_014935.3
YOR293W,NM_001183712.1,854468,NP_014936.1
YOR293W,NM_001183712.1,854468,NP_014936.1
YOR293C-A,NM_001184669.3,1466486,NP_878174.3
YOR294W,NM_001183713.1,854469,NP_014937.1
YOR295W,NM_001183714.3,854470,NP_014938.3
YOR296W,NM_001183715.1,854471,NP_014939.1
YOR297C,NM_001183716.4,854472,NP_014940.4
YOR298W,NM_001183717.1,854473,NP_014941.1
YOR298C-A,NM_001184346.3,854474,NP_014942.4
YOR299W,NM_001183718.1,854475,NP_014943.1
YOR301W,NM_001183720.3,854477,NP_014945.3
YOR302W,NM_001183721.1,854478,NP_014946.1
YOR303W,NM_001183722.3,854479,NP_014947.3
YOR304W,NM_001183724.1,854480,NP_014948.1
YOR304C-A,NM_001183723.3,854481,NP_014949.3
YOR305W,NM_001183725.1,854482,NP_014950.1
YOR306C,NM_001183726.4,854483,NP_014951.4
YOR307C,NM_001183727.1,854484,NP_014952.1
YOR308C,NM_001183728.3,854485,NP_014953.3
YOR310C,NM_001183730.1,854487,NP_014955.1
YOR311C,NM_001183731.3,854488,NP_014956.3
YOR312C,NM_001183732.1,854489,NP_014957.2
YOR312C,NM_001183732.1,854489,NP_014957.2
YOR313C,NM_001183733.3,854490,NP_014958.3
YOR314W,NM_001348880.1,854491,NP_001335818.1
YOR315W,NM_001183735.1,854493,NP_014960.1
YOR316C,NM_001183736.3,854494,NP_014961.3
YOR316C-A,NM_001184577.1,1466487,NP_878175.1
YOR317W,NM_001183737.3,854495,NP_014962.3
YOR319W,NM_001183739.1,854497,NP_014964.1
YOR320C,NM_001183740.3,854498,NP_014965.3
YOR321W,NM_001183741.1,854499,NP_014966.1
YOR322C,NM_001183742.3,854500,NP_014967.3
YOR323C,NM_001183743.1,854501,NP_014968.1
YOR324C,NM_001183744.3,854503,NP_014969.3
YOR326W,NM_001183746.1,854504,NP_014971.1
YOR327C,NM_001183747.3,854505,NP_014972.3
YOR328W,NM_001183748.1,854506,NP_014973.1
YOR329C,NM_001183749.3,854507,NP_014974.3
YOR330C,NM_001183750.1,854508,NP_014975.2
YOR332W,NM_001183752.3,854509,NP_014977.3
YOR334W,NM_001183754.1,854511,NP_014979.1
YOR335C,NM_001183755.3,854513,NP_014980.3
YOR336W,NM_001183756.1,854514,NP_014981.1
YOR337W,NM_001183757.3,854515,NP_014982.3
YOR338W,NM_001183758.1,854516,NP_014983.1
YOR339C,NM_001183759.3,854517,NP_014984.3
YOR340C,NM_001183760.1,854518,NP_014985.1
YOR341W,NM_001183761.3,854519,NP_014986.3
YOR342C,NM_001183762.1,854520,NP_014987.1
YOR343C,NM_001348881.1,854521,NP_001335819.1
YOR343W-B,NM_001184390.4,854523,NP_620389.3
YOR343W-B,NM_001184390.4,854523,NP_620389.3
YOR343W-A,NM_001184389.1,854522,NP_620390.1
YOR344C,NM_001183764.3,854525,NP_014989.3
YOR346W,NM_001183766.1,854527,NP_014991.1
YOR347C,NM_001183767.3,854529,NP_014992.3
YOR348C,NM_001183768.1,854530,NP_014993.1
YOR349W,NM_001183769.3,854531,NP_014994.3
YOR350C,NM_001183770.1,854532,NP_014995.1
YOR351C,NM_001183771.3,854533,NP_014996.3
YOR352W,NM_001183772.1,854534,NP_014997.1
YOR353C,NM_001183773.3,854535,NP_014998.3
YOR354C,NM_001183774.1,854536,NP_014999.1
YOR355W,NM_001183775.3,854537,NP_015000.3
YOR356W,NM_001183776.1,854538,NP_015001.1
YOR357C,NM_001183777.3,854539,NP_015002.3
YOR358W,NM_001183778.1,854540,NP_015003.1
YOR359W,NM_001183779.3,854541,NP_015004.3
YOR360C,NM_001183780.1,854542,NP_015005.1
YOR361C,NM_001183781.3,854543,NP_015006.3
YOR362C,NM_001183782.1,854544,NP_015007.1
YOR363C,NM_001183783.3,854545,NP_015008.3
YOR365C,NM_001183785.1,854548,NP_015010.1
YOR367W,NM_001183787.3,854549,NP_015012.3
YOR368W,NM_001183788.1,854550,NP_015013.1
YOR369C,NM_001183789.3,854551,NP_015014.3
YOR370C,NM_001183790.1,854552,NP_015015.1
YOR371C,NM_001183791.3,854553,NP_015016.3
YOR372C,NM_001183792.1,854554,NP_015017.1
YOR373W,NM_001183793.3,854555,NP_015018.3
YOR374W,NM_001183794.1,854556,NP_015019.1
YOR375C,NM_001183795.3,854557,NP_015020.3
YOR376W,NM_001348882.1,854558,NP_001335820.1
YOR376W-A,NM_001184578.1,1466488,NP_878176.1
YOR377W,NM_001183797.3,854559,NP_015022.3
YOR378W,NM_001183798.1,854560,NP_015023.1
YOR380W,NM_001183800.3,854562,NP_015025.3
YOR381W,NM_001183801.1,854563,NP_015026.1
YOR381W-A,NM_001184579.3,1466489,NP_878177.3
YOR382W,NM_001183802.1,854564,NP_015027.1
YOR383C,NM_001183803.3,854565,NP_015028.3
YOR384W,NM_001183804.1,854566,NP_015029.1
YOR385W,NM_001183805.3,854567,NP_015030.3
YOR386W,NM_001183806.1,854568,NP_015031.1
YOR387C,NM_001183807.3,854569,NP_015032.3
YOR388C,NM_001183808.1,854570,NP_015033.1
YOR389W,NM_001183809.3,854571,NP_015034.3
YOR390W,NM_001183810.1,854572,NP_015035.1
YOR391C,NM_001183811.3,854573,NP_015036.3
YOR393W,NM_001183813.1,854575,NP_015038.1
YOR394W,NM_001183814.3,854576,NP_015039.3
YOR394C-A,NM_001184626.1,1466490,NP_878178.1
YOR396W,NM_001184447.3,854577,NP_061495.4
YPL283C,NM_001184097.1,855846,NP_015040.1
YPL283C,NM_001184097.1,855846,NP_015040.1
YPL282C,NM_001184096.1,855847,NP_015041.1
YPL281C,NM_001184095.1,855848,NP_015042.1
YPL280W,NM_001184094.1,855849,NP_015043.1
YPL279C,NM_001184093.1,855850,NP_015044.1
YPL278C,NM_001184092.1,855851,NP_015045.1
YPL277C,NM_001184091.1,855852,NP_015046.1
YPL274W,NM_001184088.1,855854,NP_015049.1
YPL273W,NM_001184087.1,855855,NP_015050.1
YPL272C,NM_001184086.1,855856,NP_015051.1
YPL271W,NM_001184085.1,855857,NP_015052.1
YPL270W,NM_001184084.1,855858,NP_015053.2
YPL269W,NM_001184083.1,855859,NP_015054.1
YPL268W,NM_001184082.1,855860,NP_015055.1
YPL267W,NM_001184081.1,855861,NP_015056.1
YPL266W,NM_001184080.1,855862,NP_015057.1
YPL265W,NM_001184079.1,855863,NP_015058.1
YPL264C,NM_001184078.1,855864,NP_015059.1
YPL263C,NM_001184077.1,855865,NP_015060.1
YPL262W,NM_001184076.1,855866,NP_015061.1
YPL261C,NM_001348883.1,855868,NP_001335821.1
YPL260W,NM_001184074.1,855867,NP_015063.1
YPL259C,NM_001184073.1,855869,NP_015064.1
YPL258C,NM_001184072.1,855870,NP_015065.1
YPL257W-B,NM_001184392.2,855817,NP_058189.1
YPL257W-B,NM_001184392.2,855817,NP_058189.1
YPL257W-A,NM_001184391.1,855816,NP_058190.1
YPL257W,NM_001184071.1,855818,NP_015066.1
YPL256C,NM_001184070.1,855819,NP_015067.1
YPL255W,NM_001184069.1,855820,NP_015068.1
YPL254W,NM_001184068.1,855821,NP_015069.1
YPL253C,NM_001184067.1,855822,NP_015070.1
YPL252C,NM_001184066.1,855824,NP_015071.1
YPL250C,NM_001184064.1,855825,NP_015073.1
YPL249C-A,NM_001184312.1,855826,NP_015074.1
YPL249C-A,NM_001184312.1,855826,NP_015074.1
YPL249C,NM_001184063.1,855827,NP_015075.1
YPL248C,NM_001184062.1,855828,NP_015076.1
YPL247C,NM_001184061.1,855829,NP_015077.1
YPL246C,NM_001184060.1,855830,NP_015078.1
YPL245W,NM_001184059.1,855831,NP_015079.1
YPL244C,NM_001184058.1,855832,NP_015080.1
YPL243W,NM_001184057.1,855833,NP_015081.1
YPL242C,NM_001184056.1,855834,NP_015082.1
YPL241C,NM_001184055.1,855835,NP_015083.1
YPL241C,NM_001184055.1,855835,NP_015083.1
YPL240C,NM_001184054.1,855836,NP_015084.1
YPL239W,NM_001184053.1,855837,NP_015085.1
YPL237W,NM_001184051.1,855838,NP_015087.1
YPL236C,NM_001184050.1,855840,NP_015088.1
YPL235W,NM_001184049.1,855841,NP_015089.1
YPL234C,NM_001184048.1,855842,NP_015090.1
YPL233W,NM_001184047.1,855843,NP_015091.1
YPL232W,NM_001184046.1,855844,NP_015092.1
YPL231W,NM_001184045.1,855845,NP_015093.1
YPL230W,NM_001184044.1,855871,NP_015094.1
YPL229W,NM_001184043.1,855872,NP_015095.1
YPL228W,NM_001184042.1,855873,NP_015096.1
YPL227C,NM_001184041.1,855874,NP_015097.1
YPL226W,NM_001184040.1,855875,NP_015098.1
YPL225W,NM_001184039.1,855876,NP_015099.1
YPL224C,NM_001184038.2,855877,NP_015100.2
YPL223C,NM_001184037.1,855878,NP_015101.1
YPL222W,NM_001184036.1,855879,NP_015102.1
YPL221W,NM_001184035.1,855880,NP_015103.1
YPL220W,NM_001184034.1,855881,NP_015104.1
YPL219W,NM_001184033.1,855882,NP_015105.1
YPL218W,NM_001184032.1,855883,NP_015106.1
YPL218W,NM_001184032.1,855883,NP_015106.1
YPL217C,NM_001184031.1,855884,NP_015107.1
YPL216W,NM_001184030.1,855885,NP_015108.1
YPL215W,NM_001184029.1,855886,NP_015109.1
YPL214C,NM_001184028.1,855887,NP_015110.1
YPL213W,NM_001184027.1,855888,NP_015111.1
YPL212C,NM_001184026.1,855889,NP_015112.1
YPL211W,NM_001184025.1,855890,NP_015113.1
YPL210C,NM_001184024.1,855891,NP_015114.2
YPL209C,NM_001184023.1,855892,NP_015115.1
YPL208W,NM_001184022.1,855893,NP_015116.1
YPL207W,NM_001184021.1,855894,NP_015117.1
YPL206C,NM_001184020.1,855895,NP_015118.1
YPL204W,NM_001184018.1,855897,NP_015120.1
YPL203W,NM_001184017.1,855898,NP_015121.1
YPL202C,NM_001184016.1,855899,NP_015122.1
YPL201C,NM_001184015.1,855900,NP_015123.1
YPL200W,NM_001184014.1,855901,NP_015124.1
YPL199C,NM_001184013.1,855902,NP_015125.1
YPL198W,NM_001184012.1,855903,NP_015126.1
YPL198W,NM_001184012.1,855903,NP_015126.1
YPL198W,NM_001184012.1,855903,NP_015126.1
YPL196W,NM_001184010.1,855905,NP_015128.1
YPL195W,NM_001184009.1,855906,NP_015129.1
YPL194W,NM_001184008.1,855907,NP_015130.1
YPL193W,NM_001184007.1,855908,NP_015131.1
YPL192C,NM_001184006.1,855909,NP_015132.1
YPL191C,NM_001184005.1,855910,NP_015133.1
YPL190C,NM_001184004.1,855911,NP_015134.1
YPL189C-A,NM_001184537.1,1466518,NP_878179.1
YPL189W,NM_001184003.1,855912,NP_015135.1
YPL188W,NM_001184002.1,855913,NP_015136.1
YPL187W,NM_001184001.1,855914,NP_015137.1
YPL186C,NM_001184000.1,855916,NP_015138.1
YPL184C,NM_001183998.1,855917,NP_015140.1
YPL183W-A,NM_001184317.1,855918,NP_015141.1
YPL183C,NM_001183997.1,855919,NP_015142.1
YPL181W,NM_001183995.1,855920,NP_015144.1
YPL180W,NM_001183994.1,855922,NP_015145.1
YPL179W,NM_001183993.1,855923,NP_015146.1
YPL178W,NM_001183992.1,855925,NP_015147.1
YPL177C,NM_001183991.1,855926,NP_015148.1
YPL176C,NM_001183990.1,855927,NP_015149.1
YPL175W,NM_001183989.1,855928,NP_015150.2
YPL175W,NM_001183989.1,855928,NP_015150.2
YPL174C,NM_001183988.1,855929,NP_015151.1
YPL173W,NM_001183987.1,855930,NP_015152.1
YPL172C,NM_001183986.1,855931,NP_015153.1
YPL171C,NM_001183985.1,855932,NP_015154.1
YPL170W,NM_001183984.1,855933,NP_015155.1
YPL169C,NM_001183983.1,855934,NP_015156.1
YPL168W,NM_001183982.1,855935,NP_015157.1
YPL167C,NM_001183981.1,855936,NP_015158.1
YPL166W,NM_001183980.1,855937,NP_015159.1
YPL165C,NM_001183979.1,855938,NP_015160.1
YPL164C,NM_001183978.1,855939,NP_015161.1
YPL163C,NM_001183977.1,855940,NP_015162.1
YPL162C,NM_001183976.1,855941,NP_015163.1
YPL161C,NM_001183975.1,855942,NP_015164.1
YPL160W,NM_001183974.1,855943,NP_015165.1
YPL159C,NM_001183973.1,855944,NP_015166.1
YPL158C,NM_001183972.1,855945,NP_015167.1
YPL157W,NM_001183971.1,855946,NP_015168.1
YPL156C,NM_001183970.1,855947,NP_015169.1
YPL155C,NM_001183969.1,855948,NP_015170.1
YPL154C,NM_001183968.1,855949,NP_015171.1
YPL153C,NM_001183967.1,855950,NP_015172.1
YPL152W-A,NM_001184627.1,1466519,NP_878180.1
YPL152W,NM_001183966.1,855951,NP_015173.1
YPL151C,NM_001183965.1,855952,NP_015174.1
YPL150W,NM_001183964.1,855953,NP_015175.1
YPL149W,NM_001183963.1,855954,NP_015176.1
YPL148C,NM_001183962.1,855955,NP_015177.2
YPL147W,NM_001183961.1,855956,NP_015178.1
YPL146C,NM_001183960.1,855957,NP_015179.1
YPL145C,NM_001183959.1,855958,NP_015180.1
YPL144W,NM_001183958.1,855959,NP_015181.1
YPL143W,NM_001183957.1,855960,NP_015182.1
YPL143W,NM_001183957.1,855960,NP_015182.1
YPL141C,NM_001183955.1,855962,NP_015184.1
YPL140C,NM_001183954.1,855963,NP_015185.1
YPL139C,NM_001183953.1,855964,NP_015186.1
YPL138C,NM_001183952.1,855965,NP_015187.1
YPL137C,NM_001183951.1,855967,NP_015188.1
YPL135W,NM_001183949.1,855968,NP_015190.1
YPL134C,NM_001183948.1,855969,NP_015191.1
YPL133C,NM_001183947.1,855970,NP_015192.1
YPL132W,NM_001183946.1,855971,NP_015193.1
YPL131W,NM_001183945.1,855972,NP_015194.1
YPL130W,NM_001183944.1,855973,NP_015195.1
YPL129W,NM_001183943.1,855974,NP_015196.1
YPL129W,NM_001183943.1,855974,NP_015196.1
YPL128C,NM_001183942.1,855975,NP_015197.1
YPL127C,NM_001183941.1,855976,NP_015198.1
YPL126W,NM_001183940.1,855977,NP_015199.1
YPL125W,NM_001183939.1,855978,NP_015200.1
YPL124W,NM_001183938.1,855979,NP_015201.1
YPL123C,NM_001183937.1,855980,NP_015202.1
YPL122C,NM_001183936.1,855981,NP_015203.1
YPL121C,NM_001183935.1,855982,NP_015204.1
YPL120W,NM_001183934.1,855983,NP_015205.1
YPL119C-A,NM_001184670.1,1466520,NP_878181.1
YPL119C,NM_001183933.1,855984,NP_015206.1
YPL118W,NM_001183932.1,855985,NP_015207.1
YPL117C,NM_001183931.1,855986,NP_015208.1
YPL116W,NM_001183930.1,855987,NP_015209.1
YPL115C,NM_001183929.1,855988,NP_015210.1
YPL113C,NM_001183927.1,855990,NP_015212.1
YPL112C,NM_001183926.1,855991,NP_015213.1
